,Sehir,İlce,Mahalle,Fiyat,brüt metrekare,Net Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat
1095,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
1096,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
1097,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
1098,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1099,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
1100,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
1101,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
1102,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
1103,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
1104,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
1105,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
1106,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
1107,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
1108,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
1109,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
1110,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
1111,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
1112,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
1113,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
1114,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
1115,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
1116,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1117,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
1118,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
1119,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
1120,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
1121,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1122,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
1123,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
1124,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1125,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
1126,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
1127,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
1128,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1129,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
1130,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
1131,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
1132,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
1133,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
1134,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
1135,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
1136,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
1137,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
1138,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
1139,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
1140,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
1141,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
1142,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
1143,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
1144,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
1145,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
1146,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1147,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
1148,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
1149,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
1150,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
1151,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1152,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
1153,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
1154,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1155,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
1156,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
1157,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
1158,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1159,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
1160,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
1161,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
1162,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
1163,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
1164,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
1165,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
1166,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
1167,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
1168,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
1169,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
1170,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
1171,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
1172,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
1173,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
1174,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
1175,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
1176,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1177,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
1178,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
1179,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
1180,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
1181,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1182,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
1183,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
1184,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1185,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
1186,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
1187,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
1188,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1189,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
1190,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
1191,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
1192,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
1193,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
1194,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
1195,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
1196,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
1197,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
1198,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
1199,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
1200,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
1201,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
1202,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
1203,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
1204,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
1205,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
1206,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1207,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
1208,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
1209,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
1210,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
1211,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1212,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
1213,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
1214,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1215,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
1216,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
1217,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
1218,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1219,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
1220,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
1221,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
1222,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
1223,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
1224,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
1225,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
1226,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
1227,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
1228,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
1229,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
1230,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
1231,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
1232,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
1233,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
1234,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
1235,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
1236,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1237,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
1238,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
1239,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
1240,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
1241,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1242,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
1243,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
1244,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1245,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
1246,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
1247,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
1248,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1249,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
1250,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
1251,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
1252,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
1253,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
1254,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
1255,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
1256,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
1257,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
1258,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
1259,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
1260,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
1261,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
1262,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
1263,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
1264,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
1265,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
1266,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1267,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
1268,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
1269,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
1270,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
1271,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1272,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
1273,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
1274,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1275,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
1276,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
1277,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
1278,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1279,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
1280,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
1281,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
1282,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
1283,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
1284,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
1285,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
1286,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
1287,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
1288,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
1289,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
1290,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
1291,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
1292,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
1293,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
1294,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
1295,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
1296,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1297,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
1298,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
1299,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
1300,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
1301,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1302,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
1303,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
1304,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1305,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
1306,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
1307,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
1308,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1309,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
1310,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
1311,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
1312,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
1313,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
1314,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
1315,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
1316,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
1317,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
1318,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
1319,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
1320,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
1321,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
1322,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
1323,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
1324,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,800000,105,90,1+1,3,3
1325,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,659000,140,120,3+1,0 (Yeni),1
1326,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1327,İstanbul,Fatih,Topkapı Mahallesi,870000,120,115,2+1,21 Ve Üzeri,4
1328,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,1950000,165,136,3+1,21 Ve Üzeri,15
1329,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,2750000,165,146,3+1,16-20,8
1330,İstanbul,Çekmeköy,Güngören Mahallesi,1250000,127,105,3+1,11-15,1
1331,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1332,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,699000,146,120,3+1,0 (Yeni),1
1333,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,340000,110,100,2+1,4,2
1334,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,439000,110,100,2+1,4,2
1335,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,269999,130,120,2+1,0 (Yeni),Bahçe Katı
1336,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,499999,120,110,2+1,0 (Yeni),2
1337,İstanbul,Bahçelievler,Şirinevler Mahallesi,2325000,220,205,5+2,4,Çatı Dubleks
1338,İstanbul,Esenyurt,Cumhuriyet Mahallesi,739000,115,102,2+1,0 (Yeni),2
1339,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,539999,100,95,2+1,0 (Yeni),Yüksek Giriş
1340,İstanbul,Bahçelievler,Siyavuşpaşa Mahallesi,615000,100,87,2+1,21 Ve Üzeri,5
1341,İstanbul,Beylikdüzü,Yakuplu Mahallesi,889000,110,90,2+1,0 (Yeni),2
1342,İstanbul,Küçükçekmece,Yeşilova Mahallesi,610000,135,120,3+1,16-20,1
1343,İstanbul,Bahçelievler,Şirinevler Mahallesi,1250000,210,200,5+2,21 Ve Üzeri,Çatı Dubleks
1344,İstanbul,Küçükçekmece,Halkalı Merkez Mahallesi,1600000,141,95,3+1,4,10
1345,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1575000,140,125,2+1,5-10,Villa Tipi
1346,İstanbul,Beykoz,Çubuklu Mahallesi,200000000,1500,1100,6+1,21 Ve Üzeri,Müstakil
1347,İstanbul,Avcılar,Gümüşpala Mahallesi,495000,130,110,3+1,21 Ve Üzeri,2
1348,İstanbul,Avcılar,Denizköşkler Mahallesi,390000,110,100,3+1,21 Ve Üzeri,1
1349,İstanbul,Esenyurt,Çınar Mahallesi,450000,100,90,2+1,5-10,1
1350,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1699000,270,250,5+2,0 (Yeni),4
1351,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,749900,150,140,3+1,0 (Yeni),2
1352,İstanbul,Beylikdüzü,Cumhuriyet Mahallesi,529900,120,105,2+1,0 (Yeni),1
1353,İstanbul,Beylikdüzü,Adnan Kahveci Mahallesi,1434900,160,150,3+1,0 (Yeni),Yüksek Giriş
